Airline,Booking_Date,Departure_Date,Days_to_Departure,Source,Destination,Duration,Class,Price
AirAsia,2024-03-03,2024-03-12,9.0,Denpasar,Medan,4.2,Economy,987.1593901490057
Garuda Indonesia,2024-06-14,2024-07-09,25.0,Balikpapan,Yogyakarta,2.0,Economy,1477.257210248575
AirAsia,2023-08-07,2023-10-09,63.0,Yogyakarta,Makassar,1.9,Economy,1079.7495037214871
Citilink,2023-06-11,2023-08-03,53.0,Jakarta,Surabaya,1.5,Economy,1391.322330998569
Lion Air,2023-12-04,2024-02-17,75.0,Surabaya,Jakarta,1.3,Business,3260.9746746016667
Sriwijaya Air,2024-07-03,2024-07-24,21.0,Balikpapan,Surabaya,1.6,Economy,1605.6560300928054
Sriwijaya Air,2024-10-10,2024-12-22,73.0,Jakarta,Surabaya,1.5,Economy,1325.0417010450699
AirAsia,2023-03-15,2023-04-26,42.0,Yogyakarta,Balikpapan,2.1,Economy,1699.512167064839
Lion Air,2023-08-29,2023-09-17,19.0,Yogyakarta,Surabaya,0.9,Economy,2060.6510604288487
Lion Air,2024-05-26,2024-07-16,51.0,Yogyakarta,Makassar,2.0,Business,2751.725148595176
AirAsia,2024-07-19,2024-08-05,17.0,Yogyakarta,Surabaya,1.0,Economy,2078.5328707309136
Garuda Indonesia,2024-01-29,2024-03-20,51.0,Denpasar,Medan,4.2,Economy,1442.5335080711898
Sriwijaya Air,2023-09-15,2023-10-30,45.0,Denpasar,Jakarta,2.0,Business,3800.9991211071806
Sriwijaya Air,2024-02-09,2024-04-30,81.0,Denpasar,Medan,4.4,Economy,1501.7846347080824
Batik Air,2024-04-09,2024-07-04,86.0,Jakarta,Denpasar,1.8,Economy,898.5354113175697
Lion Air,2023-08-29,2023-11-10,73.0,Balikpapan,Surabaya,1.6,Economy,756.3419253476458
Citilink,2024-02-24,2024-03-27,32.0,Makassar,Jakarta,2.6,Economy,1002.6795588712031
Lion Air,2024-01-29,2024-02-17,19.0,Yogyakarta,Balikpapan,2.4,Business,4541.047883420668
Garuda Indonesia,2024-09-26,2024-10-02,6.0,Yogyakarta,Surabaya,1.1,Business,5033.344094380348
Batik Air,2023-12-11,2023-12-24,13.0,Balikpapan,Medan,3.4,Business,4359.596044093104
Lion Air,2024-03-27,2024-04-30,34.0,Balikpapan,Jakarta,2.1,Economy,1420.2838481797153
Garuda Indonesia,2023-07-11,2023-08-18,38.0,Balikpapan,Makassar,0.9,Economy,2061.3944991438857
Batik Air,2023-03-07,2023-03-15,8.0,Medan,Makassar,4.2,Economy,2412.438805758465
AirAsia,2023-12-23,2024-02-21,60.0,Medan,Surabaya,3.5,Economy,1131.0462024308222
Lion Air,2023-10-22,2024-01-05,75.0,Medan,Balikpapan,3.5,Economy,1076.543652198195
Sriwijaya Air,2024-11-23,2024-12-02,9.0,Yogyakarta,Surabaya,1.1,Economy,1948.72183380961
Lion Air,2024-02-19,2024-05-16,87.0,Balikpapan,Jakarta,2.1,Economy,1103.2498497719664
Batik Air,2023-04-19,2023-06-30,72.0,Denpasar,Medan,4.3,Economy,470.12200003972987
Sriwijaya Air,2024-11-02,2024-12-26,54.0,Makassar,Jakarta,2.5,Economy,950.4704856437368
Garuda Indonesia,2024-12-22,2025-03-20,88.0,Surabaya,Jakarta,1.6,Business,2311.58961533044
Batik Air,2023-06-04,2023-07-30,56.0,Yogyakarta,Jakarta,1.3,Economy,865.952656572989
Batik Air,2024-06-07,2024-06-08,1.0,Jakarta,Makassar,2.7,Economy,2028.1368273109642
AirAsia,2023-07-07,2023-09-26,81.0,Balikpapan,Surabaya,1.4,Business,2190.6163032399395
Sriwijaya Air,2024-07-23,2024-09-09,48.0,Makassar,Yogyakarta,2.2,Business,4426.7376993724465
AirAsia,2023-02-27,2023-03-09,10.0,Yogyakarta,Makassar,1.8,Economy,1029.5235002467555
Lion Air,2024-01-21,2024-02-13,23.0,Surabaya,Makassar,1.6,Economy,1058.1089829126802
Sriwijaya Air,2023-05-18,2023-08-12,86.0,Surabaya,Denpasar,0.9,Economy,708.8826856235906
Citilink,2024-03-19,2024-04-07,19.0,Jakarta,Surabaya,1.5,Economy,1637.5246281612012
Citilink,2023-01-28,2023-03-07,38.0,Balikpapan,Denpasar,1.4,Economy,1532.5998133000887
Sriwijaya Air,2023-11-03,2023-11-17,14.0,Jakarta,Surabaya,1.5,Economy,2223.0523951850278
Batik Air,2023-10-16,2023-11-07,22.0,Makassar,Denpasar,1.3,Economy,2241.685397160012
Garuda Indonesia,2023-05-27,2023-07-28,62.0,Makassar,Denpasar,1.3,Business,1912.8727774983754
Sriwijaya Air,2023-12-27,2024-01-17,21.0,Makassar,Medan,4.1,Economy,5846.301752696999
Lion Air,2024-06-03,2024-08-29,87.0,Denpasar,Surabaya,0.8,Economy,1389.2967321211643
Batik Air,2023-04-19,2023-06-08,50.0,Denpasar,Balikpapan,1.5,Economy,1109.3834817208935
Garuda Indonesia,2024-09-09,2024-09-20,11.0,Jakarta,Medan,2.1,Economy,1807.1653651128272
Garuda Indonesia,2024-09-07,2024-12-01,85.0,Jakarta,Medan,2.3,Economy,1497.083505289635
Garuda Indonesia,2024-08-03,2024-10-11,69.0,Makassar,Yogyakarta,2.0,Economy,1661.0433781719887
AirAsia,2024-05-31,2024-08-22,83.0,Denpasar,Medan,4.3,Economy,546.477584252983
AirAsia,2023-02-13,2023-04-05,51.0,Surabaya,Medan,3.6,Economy,1122.8246041587274
Sriwijaya Air,2024-07-12,2024-08-11,30.0,Denpasar,Makassar,1.3,Business,2476.1413404125738
Lion Air,2023-04-05,2023-04-27,22.0,Jakarta,Balikpapan,2.2,Economy,2052.671427631658
AirAsia,2024-12-15,2025-01-11,27.0,Medan,Yogyakarta,3.7,Economy,1707.199069944759
Lion Air,2024-04-09,2024-05-03,24.0,Medan,Makassar,4.2,Business,4583.981450114728
Garuda Indonesia,2024-10-09,2024-11-18,40.0,Surabaya,Denpasar,,Economy,1968.4614981056247
Garuda Indonesia,2024-08-04,2024-10-25,82.0,Balikpapan,Medan,3.6,Economy,1368.178558984512
AirAsia,2023-01-13,2023-03-16,62.0,Makassar,Yogyakarta,2.0,Business,3171.79018893327
Lion Air,2023-02-04,2023-04-06,61.0,Yogyakarta,Medan,3.6,Economy,1333.2280172325936
Citilink,2023-03-02,2023-05-06,65.0,Denpasar,Yogyakarta,1.3,Economy,1080.6487727050542
Lion Air,2023-11-10,2024-01-18,69.0,Medan,Surabaya,3.6,Business,3011.730230033647
Lion Air,2024-12-28,2025-01-24,27.0,Medan,Surabaya,3.3,Economy,1184.630979657696
Garuda Indonesia,2024-04-27,2024-05-20,,Medan,Yogyakarta,3.8,Economy,1081.8975936716206
Garuda Indonesia,2023-08-14,2023-10-23,70.0,Surabaya,Balikpapan,1.4,Economy,1119.9594163687952
Citilink,2024-07-29,2024-09-02,35.0,Yogyakarta,Makassar,1.8,Economy,1066.1765424564467
Citilink,2024-05-11,2024-07-12,62.0,Balikpapan,Surabaya,1.4,Economy,1576.6329603598808
Batik Air,2024-10-15,2024-11-03,19.0,Yogyakarta,Makassar,2.0,Business,5648.042174090292
Citilink,2023-04-08,2023-07-02,85.0,Yogyakarta,Balikpapan,2.3,Economy,1474.6862006327196
Batik Air,2024-08-21,2024-09-27,37.0,Yogyakarta,Makassar,1.8,Economy,704.9327490012604
Citilink,2024-05-08,2024-05-25,,Medan,Denpasar,4.2,Economy,2296.520360447892
AirAsia,2024-04-30,2024-07-04,65.0,Yogyakarta,Surabaya,1.0,Business,3202.8285268757672
Batik Air,2023-03-25,2023-05-23,59.0,Surabaya,Balikpapan,1.4,Business,2677.8224621363797
Sriwijaya Air,2023-01-20,2023-02-01,12.0,Medan,Surabaya,3.6,Economy,1018.4610556388131
Garuda Indonesia,2023-09-04,2023-09-07,3.0,Yogyakarta,Denpasar,1.2,Economy,1615.447678675222
Citilink,2023-09-11,2023-10-08,27.0,Medan,Jakarta,,Economy,2121.05928655211
Lion Air,2024-12-21,2025-02-18,59.0,Denpasar,Medan,4.0,Economy,2050.9552387676645
Batik Air,2023-06-15,2023-08-17,63.0,Jakarta,Yogyakarta,1.3,Economy,1258.1913808227462
Garuda Indonesia,2023-04-17,2023-07-07,81.0,Surabaya,Balikpapan,1.6,Economy,804.7800356048119
Citilink,2024-02-04,2024-02-09,5.0,Yogyakarta,Balikpapan,2.0,Business,4852.145053028616
Lion Air,2023-11-11,2024-01-19,69.0,Surabaya,Medan,3.6,Economy,982.6838794760449
Lion Air,2024-12-18,2025-02-25,69.0,Balikpapan,Makassar,1.0,Business,1778.6095935866167
Batik Air,2023-04-17,2023-07-09,83.0,Denpasar,Yogyakarta,1.4,Economy,451.0734305768467
Lion Air,2023-07-16,2023-10-01,77.0,Balikpapan,Makassar,1.0,Economy,1667.5091474386782
Citilink,2024-03-08,2024-04-03,26.0,Makassar,Medan,3.9,Business,4036.070884914179
Garuda Indonesia,2023-10-04,2023-11-14,41.0,Medan,Jakarta,2.0,Economy,1629.255228652303
Sriwijaya Air,2024-09-10,2024-11-01,52.0,Jakarta,Makassar,2.6,Business,3772.9917569016984
Sriwijaya Air,2024-07-09,2024-07-29,20.0,Yogyakarta,Denpasar,1.3,Economy,2204.9668975986765
AirAsia,2024-02-26,2024-05-17,81.0,Makassar,Denpasar,1.3,Business,2150.7927668795714
AirAsia,2024-08-24,2024-11-07,75.0,Surabaya,Balikpapan,1.5,Business,2482.1415021555713
Batik Air,2024-01-14,2024-02-19,36.0,Jakarta,Surabaya,1.4,Economy,1032.8388003871987
Lion Air,2023-08-28,2023-10-14,47.0,Balikpapan,Makassar,0.8,Economy,1134.2040939144183
AirAsia,2023-01-02,2023-03-05,62.0,Medan,Makassar,3.9,Business,7713.00429412201
Citilink,2024-07-03,2024-07-18,15.0,Makassar,Jakarta,2.7,Economy,1160.5711930177704
Citilink,2023-09-07,2023-09-19,12.0,Makassar,Yogyakarta,2.0,Economy,1009.7751725584128
AirAsia,2024-07-30,2024-08-27,28.0,Surabaya,Balikpapan,1.5,Economy,2025.8817825536214
Sriwijaya Air,2024-01-05,2024-03-29,84.0,Yogyakarta,Balikpapan,2.2,Economy,849.0066118629446
Sriwijaya Air,2024-07-16,2024-09-23,69.0,Medan,Denpasar,4.2,Economy,896.9785546144341
AirAsia,2024-04-20,2024-07-11,82.0,Jakarta,Medan,2.4,Economy,605.3011696207489
Sriwijaya Air,2023-12-09,2024-01-22,44.0,Jakarta,Surabaya,1.6,Economy,862.9816070462977
Sriwijaya Air,2024-12-20,2025-01-02,13.0,Makassar,Jakarta,2.6,Economy,2372.002267008996
Garuda Indonesia,2024-08-01,2024-09-27,57.0,Surabaya,Balikpapan,1.6,Economy,1637.3078371125073
Citilink,2024-04-08,2024-06-19,72.0,Surabaya,Denpasar,0.8,Economy,1459.2500465852875
Lion Air,2023-01-16,2023-03-11,54.0,Denpasar,Makassar,1.0,Economy,844.9335990756294
Citilink,2023-06-29,2023-08-09,41.0,Yogyakarta,Balikpapan,2.3,Economy,1736.049495882465
AirAsia,2024-07-20,2024-07-28,8.0,Denpasar,Medan,4.3,Economy,1513.7952860586156
Sriwijaya Air,2023-03-01,2023-03-30,29.0,Denpasar,Balikpapan,1.5,Economy,1483.3192432223152
Citilink,2023-10-29,2023-12-31,63.0,Yogyakarta,Makassar,2.0,Economy,1660.198637490611
Garuda Indonesia,2023-05-04,2023-05-26,22.0,Medan,Surabaya,3.6,Economy,902.3016896658164
Lion Air,2023-09-10,2023-10-27,47.0,Denpasar,Balikpapan,1.5,Economy,1903.2866854675442
Batik Air,2023-06-10,2023-08-17,68.0,Yogyakarta,Surabaya,1.0,Economy,966.9993438569957
Batik Air,2024-10-19,2024-11-11,23.0,Makassar,Denpasar,1.4,Economy,1595.205221496452
Batik Air,2023-11-24,2024-01-14,51.0,Jakarta,Yogyakarta,1.4,Economy,1408.4708475514014
Garuda Indonesia,2024-12-19,2025-03-03,74.0,Yogyakarta,Jakarta,1.1,Economy,692.9821855653698
Citilink,2024-09-21,2024-11-23,63.0,Denpasar,Yogyakarta,1.3,Economy,1464.5328471908624
Lion Air,2024-09-26,2024-10-15,19.0,Makassar,Jakarta,2.4,Economy,1578.9489868648052
Lion Air,2024-06-22,2024-07-08,16.0,Surabaya,Denpasar,1.2,Business,2276.8088805607003
Garuda Indonesia,2024-11-22,2024-12-23,31.0,Jakarta,Denpasar,2.0,Economy,1417.5711104158186
Batik Air,2024-03-24,2024-04-19,26.0,Denpasar,Jakarta,1.9,Economy,1093.347432463642
Sriwijaya Air,2023-02-14,2023-04-23,68.0,Medan,Balikpapan,3.6,Economy,843.9874388399405
AirAsia,2024-10-06,2024-12-30,85.0,Surabaya,Yogyakarta,1.0,Economy,1354.973302934247
Batik Air,2024-12-11,2025-02-21,72.0,Balikpapan,Jakarta,2.0,Economy,881.100065809214
AirAsia,2024-12-21,2025-01-06,16.0,Makassar,Medan,3.8,Business,2930.017640477411
AirAsia,2024-06-01,2024-08-15,75.0,Jakarta,Yogyakarta,1.3,Economy,1748.6101539650062
AirAsia,2023-07-09,2023-07-20,,Medan,Jakarta,2.4,Economy,1347.9652263516143
AirAsia,2024-07-02,2024-08-18,47.0,Jakarta,Balikpapan,2.0,Economy,1621.946740425246
Sriwijaya Air,2024-01-08,2024-02-17,40.0,Surabaya,Makassar,1.5,Business,1777.2683173664716
Sriwijaya Air,2023-07-11,2023-08-22,42.0,Jakarta,Surabaya,1.5,Economy,1953.7452825497592
Lion Air,2024-07-10,2024-08-27,48.0,Surabaya,Denpasar,0.8,Economy,684.7404926601644
Citilink,2024-01-04,2024-03-02,58.0,Yogyakarta,Makassar,1.9,Economy,626.3092411453646
Lion Air,2024-09-26,2024-10-17,21.0,Yogyakarta,Jakarta,1.1,Economy,915.1784509948195
AirAsia,2023-03-13,2023-05-25,73.0,Balikpapan,Surabaya,1.6,Economy,1362.4509497453805
Sriwijaya Air,2023-11-18,2023-11-20,2.0,Yogyakarta,Denpasar,1.2,Business,4783.289613019314
Sriwijaya Air,2024-07-24,2024-08-04,11.0,Denpasar,Yogyakarta,1.0,Economy,1090.7598799461837
AirAsia,2024-10-24,2025-01-19,87.0,Medan,Jakarta,2.3,Economy,970.3124682821709
AirAsia,2024-03-21,2024-03-23,2.0,Surabaya,Makassar,1.4,Economy,2311.713784190916
Citilink,2023-04-13,2023-06-22,70.0,Balikpapan,Makassar,0.8,Economy,1649.0179147507367
Lion Air,2024-11-17,2025-01-23,67.0,Yogyakarta,Balikpapan,2.3,Economy,1347.492670380096
AirAsia,2023-10-07,2023-11-02,26.0,Makassar,Balikpapan,1.1,Business,1965.3980357155306
Sriwijaya Air,2023-09-15,2023-10-04,19.0,Medan,Surabaya,3.4,Business,2709.0540551837944
Batik Air,2024-03-20,2024-04-30,41.0,Surabaya,Yogyakarta,1.2,Business,2627.0606411688814
Garuda Indonesia,2024-10-29,2024-11-06,8.0,Surabaya,Yogyakarta,1.0,Economy,957.2513671794601
AirAsia,2023-04-02,2023-05-16,44.0,Surabaya,Balikpapan,1.4,Economy,514.7601962582032
Citilink,2023-07-28,2023-08-26,29.0,Makassar,Balikpapan,1.2,Business,4328.889056999935
Citilink,2023-12-10,2024-03-08,89.0,Yogyakarta,Jakarta,1.2,Economy,1512.5147787787957
Batik Air,2023-03-07,2023-05-06,60.0,Surabaya,Makassar,1.5,Economy,1073.891060168507
Lion Air,2024-12-17,2025-02-04,49.0,Balikpapan,Makassar,1.1,Economy,1020.0657282939275
Citilink,2023-12-20,2024-02-16,58.0,Balikpapan,Surabaya,1.7,Economy,1851.4341036818826
Batik Air,2023-12-20,2024-03-08,79.0,Denpasar,Surabaya,1.1,Economy,1678.1433562923983
Sriwijaya Air,2023-03-31,2023-05-11,41.0,Yogyakarta,Makassar,1.8,Economy,831.5567971333298
Lion Air,2024-10-21,2025-01-14,85.0,Yogyakarta,Medan,3.9,Economy,900.2705363347919
Citilink,2024-08-16,2024-10-28,73.0,Makassar,Surabaya,1.5,Business,3875.4120530565315
Citilink,2023-09-18,2023-11-16,59.0,Makassar,Medan,3.9,Economy,1115.3347282519185
Sriwijaya Air,2023-09-03,2023-10-04,31.0,Jakarta,Denpasar,1.7,Economy,799.0856682288505
Citilink,2023-06-18,2023-06-26,8.0,Jakarta,Balikpapan,2.2,Economy,1687.9975028106016
Sriwijaya Air,2023-06-22,2023-07-17,25.0,Denpasar,Balikpapan,1.4,Business,3277.0072299202957
AirAsia,2024-01-22,2024-03-21,59.0,Medan,Balikpapan,3.6,Economy,723.5703031586227
Sriwijaya Air,2023-10-08,2023-12-11,64.0,Surabaya,Jakarta,1.6,Economy,886.9051634501103
Lion Air,2023-07-13,2023-09-21,70.0,Jakarta,Yogyakarta,1.2,Economy,614.8939151134861
Batik Air,2023-03-27,2023-04-04,8.0,Yogyakarta,Medan,3.8,Economy,2038.1742949934674
AirAsia,2024-06-14,2024-08-15,62.0,Yogyakarta,Surabaya,0.9,Economy,581.6791765780696
Garuda Indonesia,2024-07-07,2024-09-16,71.0,Balikpapan,Denpasar,1.6,Economy,1646.2886328431355
Lion Air,2023-07-19,2023-10-11,84.0,Makassar,Yogyakarta,2.2,Economy,851.0064033669418
Sriwijaya Air,2023-02-12,2023-05-02,79.0,Surabaya,Medan,3.3,Economy,1600.0554994838305
AirAsia,2024-07-10,2024-09-01,53.0,Balikpapan,Denpasar,1.6,Business,3811.8709018372906
Sriwijaya Air,2024-01-08,2024-04-05,88.0,Balikpapan,Denpasar,1.6,Economy,463.0324364556849
Citilink,2024-11-12,2025-01-25,74.0,Jakarta,Medan,,Economy,1544.0776020592443
Lion Air,2023-07-21,2023-08-09,19.0,Makassar,Medan,4.1,Economy,2377.8968038411967
AirAsia,2023-03-30,2023-05-01,32.0,Medan,Balikpapan,3.5,Economy,1968.413265682162
AirAsia,2023-10-19,2023-11-08,20.0,Surabaya,Balikpapan,1.4,Economy,2065.277128057854
Batik Air,2023-09-14,2023-10-18,34.0,Makassar,Yogyakarta,2.1,Economy,1707.9668407073498
Garuda Indonesia,2023-09-01,2023-09-22,21.0,Surabaya,Denpasar,0.9,Economy,1495.493511045798
Garuda Indonesia,2023-01-02,2023-03-20,77.0,Denpasar,Yogyakarta,1.1,Economy,970.8983637335615
Batik Air,2023-04-08,2023-04-28,20.0,Balikpapan,Surabaya,1.5,Economy,1662.522300317072
Lion Air,2024-05-19,2024-06-01,13.0,Balikpapan,Surabaya,,Economy,1940.8726665382674
AirAsia,2024-09-27,2024-10-10,13.0,Surabaya,Yogyakarta,0.9,Business,3475.9751971376218
Sriwijaya Air,2024-04-26,2024-05-30,34.0,Jakarta,Surabaya,1.6,Economy,1966.2431499950462
Lion Air,2023-07-08,2023-09-28,82.0,Balikpapan,Medan,3.4,Economy,1142.2787233538024
Batik Air,2024-06-15,2024-07-05,20.0,Medan,Jakarta,2.3,Economy,2177.9949221270467
Garuda Indonesia,2023-01-25,2023-04-10,75.0,Surabaya,Makassar,1.3,Business,2078.2798434189435
Batik Air,2023-01-10,2023-03-12,61.0,Jakarta,Surabaya,1.6,Economy,751.3040216328685
Sriwijaya Air,2023-10-26,2023-11-06,11.0,Yogyakarta,Makassar,,Economy,1178.2711035072798
Batik Air,2024-08-30,2024-11-03,65.0,Makassar,Surabaya,1.3,Business,3082.2800970548565
Garuda Indonesia,2024-10-13,2024-12-15,63.0,Makassar,Medan,3.9,Business,1611.3342466836907
Batik Air,2024-01-10,2024-03-21,71.0,Yogyakarta,Medan,3.8,Economy,1025.823107505963
Batik Air,2024-09-21,2024-11-20,60.0,Surabaya,Balikpapan,1.7,Economy,1113.4380665589158
AirAsia,2024-03-26,2024-06-15,81.0,Surabaya,Denpasar,1.1,Economy,2040.5823078341725
Batik Air,2023-09-03,2023-11-21,79.0,Denpasar,Medan,4.3,Economy,1479.4691279080366
AirAsia,2024-09-03,2024-10-27,54.0,Surabaya,Medan,3.4,Business,1504.8218859805318
Lion Air,2024-04-29,2024-05-16,17.0,Makassar,Yogyakarta,2.2,Economy,1158.6819390920796
Lion Air,2024-07-13,2024-09-29,78.0,Jakarta,Makassar,2.4,Business,3136.847781974189
Garuda Indonesia,2024-03-01,2024-05-24,84.0,Surabaya,Makassar,1.6,Economy,4345.328890974087
AirAsia,2024-09-25,2024-11-25,61.0,Denpasar,Balikpapan,1.7,Business,1706.3778347354682
Garuda Indonesia,2023-11-22,2023-12-17,25.0,Surabaya,Yogyakarta,1.2,Business,4217.700930026893
Batik Air,2024-01-21,2024-02-20,30.0,Medan,Balikpapan,3.4,Economy,1886.9946193203562
Citilink,2024-06-17,2024-08-16,60.0,Medan,Jakarta,2.3,Business,3658.7736389239394
AirAsia,2023-07-16,2023-08-14,29.0,Surabaya,Yogyakarta,1.2,Economy,608.0004246141024
Sriwijaya Air,2024-12-12,2025-01-30,49.0,Balikpapan,Yogyakarta,2.4,Business,3152.9897192295034
Citilink,2024-03-14,2024-06-06,84.0,Jakarta,Surabaya,1.6,Economy,1389.803117177886
Batik Air,2024-12-29,2025-02-09,42.0,Denpasar,Medan,4.3,Economy,1872.0667022098069
AirAsia,2024-10-15,2024-12-02,48.0,Balikpapan,Jakarta,1.8,Economy,1246.0720642732883
Garuda Indonesia,2024-06-01,2024-08-18,78.0,Makassar,Denpasar,,Business,3271.9930910180387
Lion Air,2024-03-10,2024-04-22,43.0,Yogyakarta,Medan,3.8,Economy,1262.27735118242
Lion Air,2024-05-17,2024-07-08,52.0,Yogyakarta,Surabaya,1.0,Economy,1510.1330495938428
Batik Air,2023-11-03,2023-12-31,58.0,Yogyakarta,Surabaya,1.0,Economy,1847.6944778538816
Citilink,2024-09-30,2024-12-23,84.0,Makassar,Denpasar,1.3,Economy,1024.1096730355916
Citilink,2023-12-07,2024-02-11,66.0,Denpasar,Makassar,1.2,Business,2666.68642529903
Lion Air,2023-11-06,2024-01-28,83.0,Denpasar,Balikpapan,1.5,Economy,802.4448987884155
Sriwijaya Air,2024-04-15,2024-06-16,62.0,Denpasar,Makassar,1.0,Economy,1735.6025193606272
Batik Air,2024-11-18,2025-01-17,60.0,Makassar,Surabaya,1.7,Economy,2618.639037360076
Batik Air,2023-05-30,2023-07-04,35.0,Yogyakarta,Jakarta,1.1,Economy,1673.0318031994555
Lion Air,2024-02-02,2024-02-04,2.0,Jakarta,Denpasar,1.7,Economy,1650.8002401910242
Citilink,2024-08-30,2024-09-10,11.0,Surabaya,Jakarta,1.4,Economy,2024.9799527276818
AirAsia,2024-02-17,2024-03-15,27.0,Yogyakarta,Denpasar,1.0,Economy,967.546332082981
Garuda Indonesia,2024-06-11,2024-08-08,58.0,Yogyakarta,Medan,3.8,Economy,2034.5187473607582
Batik Air,2023-01-18,2023-01-22,4.0,Denpasar,Jakarta,1.8,Economy,1661.0718106465324
Citilink,2024-06-01,2024-06-27,26.0,Medan,Surabaya,3.5,Economy,2259.7309136424437
Lion Air,2023-04-26,2023-04-28,2.0,Jakarta,Surabaya,1.7,Business,2291.2207832073022
AirAsia,2023-07-20,2023-09-09,51.0,Surabaya,Jakarta,1.4,Economy,1976.4029170765975
Batik Air,2024-10-26,2024-12-04,39.0,Surabaya,Jakarta,,Economy,2013.5226589292815
Lion Air,2024-07-19,2024-08-30,42.0,Balikpapan,Denpasar,1.4,Business,4543.70978305996
Batik Air,2023-07-08,2023-08-09,32.0,Makassar,Jakarta,2.5,Economy,734.2210030344983
Lion Air,2024-02-29,2024-03-25,25.0,Medan,Yogyakarta,4.0,Economy,1980.288078119836
Lion Air,2023-10-23,2024-01-13,82.0,Balikpapan,Makassar,1.1,Economy,1025.492687044305
Sriwijaya Air,2024-07-21,2024-08-21,31.0,Medan,Yogyakarta,3.8,Economy,925.0206477320249
Batik Air,2023-02-06,2023-04-07,60.0,Makassar,Medan,4.0,Economy,1777.8079568875637
Citilink,2024-01-05,2024-03-28,83.0,Surabaya,Yogyakarta,1.1,Economy,731.9821600472783
Batik Air,2024-12-21,2025-02-07,48.0,Jakarta,Yogyakarta,1.2,Economy,946.1324835342998
Lion Air,2024-02-29,2024-04-06,37.0,Makassar,Surabaya,1.6,Business,2318.1890643381867
Garuda Indonesia,2023-02-18,2023-04-10,51.0,Jakarta,Medan,2.1,Economy,1126.3719826409376
Citilink,2023-09-23,2023-11-17,55.0,Surabaya,Yogyakarta,1.2,Business,2093.3435120010536
Garuda Indonesia,2023-02-28,2023-03-09,9.0,Balikpapan,Medan,3.7,Economy,1026.0832665246642
Sriwijaya Air,2024-09-21,2024-11-20,60.0,Surabaya,Jakarta,1.4,Economy,1443.1880320595521
AirAsia,2023-03-14,2023-05-27,74.0,Medan,Balikpapan,3.4,Economy,1276.7689432910743
Batik Air,2023-05-29,2023-08-12,75.0,Jakarta,Balikpapan,2.1,Economy,1189.800460771501
Citilink,2023-05-02,2023-05-14,12.0,Jakarta,Surabaya,1.3,Economy,1617.8023938703845
Garuda Indonesia,2024-07-18,2024-10-14,88.0,Makassar,Medan,4.0,Business,1802.3733202975236
AirAsia,2024-02-07,2024-03-06,28.0,Surabaya,Makassar,,Economy,1758.1917282801369
Garuda Indonesia,2024-02-02,2024-04-10,68.0,Medan,Surabaya,3.4,Economy,1149.6715062027945
Batik Air,2024-09-24,2024-12-10,77.0,Surabaya,Yogyakarta,1.0,Economy,1576.2601571747653
Batik Air,2024-04-21,2024-07-12,82.0,Surabaya,Denpasar,1.0,Economy,767.7261986989256
Lion Air,2023-07-17,2023-09-23,68.0,Medan,Surabaya,3.5,Business,3510.1351620912424
Batik Air,2023-06-25,2023-07-22,27.0,Jakarta,Yogyakarta,1.3,Economy,783.079415071912
Lion Air,2023-07-29,2023-08-06,8.0,Yogyakarta,Balikpapan,2.2,Business,2783.9292938976378
Batik Air,2024-05-29,2024-08-12,75.0,Makassar,Jakarta,2.4,Economy,938.5335648265818
Batik Air,2024-02-08,2024-03-22,,Makassar,Yogyakarta,2.1,Economy,1669.10482135757
Garuda Indonesia,2023-12-22,2024-02-12,52.0,Denpasar,Surabaya,0.8,Economy,752.1646027931864
Garuda Indonesia,2024-05-03,2024-07-11,69.0,Yogyakarta,Surabaya,0.8,Economy,1621.815496699814
Citilink,2024-02-24,2024-05-14,80.0,Jakarta,Makassar,2.4,Economy,587.2652630763323
AirAsia,2024-08-22,2024-09-09,18.0,Jakarta,Makassar,2.5,Economy,1393.6400695532084
AirAsia,2024-04-03,2024-04-21,18.0,Makassar,Yogyakarta,2.0,Economy,1387.3338295983365
AirAsia,2023-05-06,2023-06-11,36.0,Jakarta,Yogyakarta,,Economy,1707.2457387865015
AirAsia,2024-11-21,2025-02-08,79.0,Balikpapan,Yogyakarta,2.4,Economy,904.2401943939029
Citilink,2023-09-23,2023-11-11,49.0,Medan,Jakarta,2.1,Economy,755.5832988179196
AirAsia,2024-04-14,2024-06-14,61.0,Jakarta,Balikpapan,1.9,Economy,1923.689003862606
Garuda Indonesia,2023-04-14,2023-04-19,5.0,Jakarta,Yogyakarta,1.2,Economy,2303.1646445433666
AirAsia,2024-02-09,2024-04-10,61.0,Medan,Surabaya,3.6,Economy,1476.759736348587
Citilink,2024-06-13,2024-06-23,10.0,Yogyakarta,Medan,3.7,Economy,956.7881804081652
Batik Air,2023-12-01,2024-01-01,31.0,Surabaya,Jakarta,1.5,Business,1817.259416292761
Sriwijaya Air,2023-08-03,2023-09-25,53.0,Surabaya,Jakarta,1.5,Economy,1461.1993776070808
Sriwijaya Air,2023-05-17,2023-08-14,89.0,Medan,Jakarta,2.1,Business,2634.594295827525
